mrna_id	mrna_id_clean	GeneID	Symbol	description	type_of_gene	match_type
LOC111134528	LOC111134528	111134528	LOC111134528	meprin A subunit beta-like	protein-coding	Symbol
LOC111134529	LOC111134529	111134529	LOC111134529	transient receptor potential cation channel subfamily M member-like 2	protein-coding	Symbol
LOC111134530	LOC111134530	111134530	LOC111134530	uncharacterized LOC111134530	protein-coding	Symbol
LOC111134531	LOC111134531	111134531	LOC111134531	transcription elongation regulator 1-like	protein-coding	Symbol
LOC111134532	LOC111134532	111134532	LOC111134532	ATP-dependent RNA helicase DHX58-like	pseudo	Symbol
LOC111134533	LOC111134533	111134533	LOC111134533	uncharacterized LOC111134533	protein-coding	Symbol
LOC111134534	LOC111134534	NA	NA	NA	NA	NA
LOC111134535	LOC111134535	NA	NA	NA	NA	NA
LOC111134536	LOC111134536	111134536	LOC111134536	uncharacterized LOC111134536	protein-coding	Symbol
LOC111134537	LOC111134537	111134537	LOC111134537	heat shock 70 kDa protein 12A-like	protein-coding	Symbol
LOC111134538	LOC111134538	111134538	LOC111134538	uncharacterized LOC111134538	protein-coding	Symbol
LOC111134539	LOC111134539	111134539	LOC111134539	para-nitrobenzyl esterase-like	protein-coding	Symbol
LOC111134540	LOC111134540	111134540	LOC111134540	uncharacterized LOC111134540	protein-coding	Symbol
LOC111134541	LOC111134541	111134541	LOC111134541	uncharacterized LOC111134541	protein-coding	Symbol
LOC111134542	LOC111134542	111134542	LOC111134542	uncharacterized LOC111134542	protein-coding	Symbol
LOC111134543	LOC111134543	NA	NA	NA	NA	NA
LOC111134544	LOC111134544	111134544	LOC111134544	phosphatidylinositol 4-kinase type 2-beta-like	protein-coding	Symbol
LOC111134545	LOC111134545	111134545	LOC111134545	G-protein coupled receptor 83-like	protein-coding	Symbol
LOC111134546	LOC111134546	111134546	LOC111134546	uncharacterized LOC111134546	protein-coding	Symbol
LOC111134547	LOC111134547	111134547	LOC111134547	uncharacterized LOC111134547	protein-coding	Symbol
LOC111134548	LOC111134548	111134548	LOC111134548	uncharacterized LOC111134548	protein-coding	Symbol
LOC111134549	LOC111134549	111134549	LOC111134549	perlucin-like	protein-coding	Symbol
LOC111134550	LOC111134550	NA	NA	NA	NA	NA
LOC111134551	LOC111134551	111134551	LOC111134551	AP-1 complex subunit sigma-2	protein-coding	Symbol
LOC111134552	LOC111134552	111134552	LOC111134552	interferon-induced protein 44-like	protein-coding	Symbol
LOC111134553	LOC111134553	111134553	LOC111134553	perlucin-like	protein-coding	Symbol
LOC111134558	LOC111134558	111134558	LOC111134558	alpha-1,2-mannosyltransferase ALG9-like	protein-coding	Symbol
LOC111134559	LOC111134559	111134559	LOC111134559	propionyl-CoA carboxylase beta chain, mitochondrial-like	protein-coding	Symbol
LOC111134560	LOC111134560	111134560	LOC111134560	beta-1,4-galactosyltransferase galt-1-like	protein-coding	Symbol
LOC111134561	LOC111134561	111134561	LOC111134561	uncharacterized LOC111134561	protein-coding	Symbol
LOC111134562	LOC111134562	111134562	LOC111134562	deacetylase Oant_2987-like	protein-coding	Symbol
LOC111134564	LOC111134564	111134564	LOC111134564	uncharacterized LOC111134564	protein-coding	Symbol
LOC111134565	LOC111134565	111134565	LOC111134565	soluble guanylate cyclase gcy-35-like	protein-coding	Symbol
LOC111134566	LOC111134566	111134566	LOC111134566	interferon-induced protein 44-like	protein-coding	Symbol
LOC111134567	LOC111134567	111134567	LOC111134567	uncharacterized LOC111134567	protein-coding	Symbol
LOC111134568	LOC111134568	111134568	LOC111134568	uncharacterized LOC111134568	protein-coding	Symbol
LOC111134570	LOC111134570	111134570	LOC111134570	kelch-like protein 24a	protein-coding	Symbol
LOC111134571	LOC111134571	111134571	LOC111134571	CKLF-like MARVEL transmembrane domain-containing protein 7	protein-coding	Symbol
LOC111134572	LOC111134572	111134572	LOC111134572	kinesin-like protein KIF28	protein-coding	Symbol
LOC111134573	LOC111134573	111134573	LOC111134573	uncharacterized LOC111134573	protein-coding	Symbol
LOC111134574	LOC111134574	111134574	LOC111134574	uncharacterized LOC111134574	protein-coding	Symbol
LOC111134575	LOC111134575	111134575	LOC111134575	dnaJ homolog subfamily C member 3-like	protein-coding	Symbol
LOC111134576	LOC111134576	111134576	LOC111134576	uncharacterized LOC111134576	protein-coding	Symbol
LOC111134577	LOC111134577	111134577	LOC111134577	uncharacterized LOC111134577	protein-coding	Symbol
LOC111134578	LOC111134578	111134578	LOC111134578	neutral amino acid transporter A-like	protein-coding	Symbol
LOC111134579	LOC111134579	111134579	LOC111134579	F-box/LRR-repeat protein 6-like	protein-coding	Symbol
LOC111134580	LOC111134580	111134580	LOC111134580	zinc transporter ZIP13-like	protein-coding	Symbol
LOC111134582	LOC111134582	111134582	LOC111134582	uncharacterized LOC111134582	protein-coding	Symbol
LOC111134583	LOC111134583	111134583	LOC111134583	uncharacterized LOC111134583	protein-coding	Symbol
LOC111134584	LOC111134584	111134584	LOC111134584	ras-related protein Rap-2a-like	protein-coding	Symbol
LOC111134585	LOC111134585	111134585	LOC111134585	cilia- and flagella-associated protein 46-like	protein-coding	Symbol
LOC111134586	LOC111134586	NA	NA	NA	NA	NA
LOC111134587	LOC111134587	111134587	LOC111134587	sodium- and chloride-dependent glycine transporter 1-like	protein-coding	Symbol
LOC111134588	LOC111134588	111134588	LOC111134588	sodium- and chloride-dependent glycine transporter 1-like	protein-coding	Symbol
LOC111134589	LOC111134589	111134589	LOC111134589	sodium- and chloride-dependent glycine transporter 1-like	protein-coding	Symbol
LOC111134590	LOC111134590	111134590	LOC111134590	sodium- and chloride-dependent glycine transporter 1-like	protein-coding	Symbol
LOC111134591	LOC111134591	111134591	LOC111134591	uncharacterized LOC111134591	protein-coding	Symbol
LOC111134592	LOC111134592	111134592	LOC111134592	ribonuclease H2 subunit B-like	protein-coding	Symbol
LOC111134593	LOC111134593	111134593	LOC111134593	uncharacterized LOC111134593	protein-coding	Symbol
LOC111134594	LOC111134594	111134594	LOC111134594	nucleolar complex protein 2 homolog	protein-coding	Symbol
LOC111134595	LOC111134595	111134595	LOC111134595	divergent protein kinase domain 2A-like	protein-coding	Symbol
LOC111134596	LOC111134596	111134596	LOC111134596	4-hydroxyphenylpyruvate dioxygenase-like protein	protein-coding	Symbol
LOC111134597	LOC111134597	111134597	LOC111134597	4-hydroxyphenylpyruvate dioxygenase-like protein	protein-coding	Symbol
LOC111134598	LOC111134598	111134598	LOC111134598	pleckstrin homology domain-containing family F member 2-like	protein-coding	Symbol
LOC111134599	LOC111134599	111134599	LOC111134599	ARF GTPase-activating protein GIT2-like	protein-coding	Symbol
LOC111134600	LOC111134600	NA	NA	NA	NA	NA
LOC111134602	LOC111134602	111134602	LOC111134602	uncharacterized LOC111134602	protein-coding	Symbol
LOC111134604	LOC111134604	111134604	LOC111134604	uncharacterized LOC111134604	protein-coding	Symbol
LOC111134605	LOC111134605	111134605	LOC111134605	P2R1A-PPP2R2A-interacting phosphatase regulator 1-like	protein-coding	Symbol
LOC111134606	LOC111134606	NA	NA	NA	NA	NA
LOC111134607	LOC111134607	111134607	LOC111134607	solute carrier family 25 member 35-like	protein-coding	Symbol
LOC111134608	LOC111134608	111134608	LOC111134608	putative phospholipid-transporting ATPase IIB	protein-coding	Symbol
LOC111134609	LOC111134609	111134609	LOC111134609	uncharacterized LOC111134609	protein-coding	Symbol
LOC111134610	LOC111134610	111134610	LOC111134610	AFG2-interacting ribosome maturation factor-like	protein-coding	Symbol
LOC111134611	LOC111134611	111134611	LOC111134611	uncharacterized LOC111134611	protein-coding	Symbol
LOC111134612	LOC111134612	111134612	LOC111134612	CD109 antigen-like	protein-coding	Symbol
LOC111134613	LOC111134613	111134613	LOC111134613	cytochrome P450 1A5-like	protein-coding	Symbol
LOC111134614	LOC111134614	NA	NA	NA	NA	NA
LOC111134615	LOC111134615	111134615	LOC111134615	uncharacterized LOC111134615	protein-coding	Symbol
LOC111134616	LOC111134616	111134616	LOC111134616	uncharacterized LOC111134616	protein-coding	Symbol
LOC111134617	LOC111134617	111134617	LOC111134617	transmembrane emp24 domain-containing protein A-like	protein-coding	Symbol
LOC111134618	LOC111134618	111134618	LOC111134618	uncharacterized LOC111134618	protein-coding	Symbol
LOC111134619	LOC111134619	NA	NA	NA	NA	NA
LOC111134620	LOC111134620	NA	NA	NA	NA	NA
LOC111134621	LOC111134621	NA	NA	NA	NA	NA
LOC111134622	LOC111134622	111134622	LOC111134622	uncharacterized LOC111134622	protein-coding	Symbol
LOC111134623	LOC111134623	NA	NA	NA	NA	NA
LOC111134624	LOC111134624	111134624	LOC111134624	uncharacterized LOC111134624	protein-coding	Symbol
LOC111134625	LOC111134625	111134625	LOC111134625	liprin-alpha-1-like	protein-coding	Symbol
LOC111134629	LOC111134629	111134629	LOC111134629	ras-like GTP-binding protein Rho1	protein-coding	Symbol
LOC111134630	LOC111134630	111134630	LOC111134630	TAR DNA-binding protein 43-like	protein-coding	Symbol
LOC111134631	LOC111134631	111134631	LOC111134631	contactin-5-like	protein-coding	Symbol
LOC111134632	LOC111134632	111134632	LOC111134632	uncharacterized LOC111134632	protein-coding	Symbol
LOC111134633	LOC111134633	111134633	LOC111134633	muscleblind-like protein 1	protein-coding	Symbol
LOC111134634	LOC111134634	111134634	LOC111134634	GATOR complex protein Iml1-like	protein-coding	Symbol
LOC111134635	LOC111134635	111134635	LOC111134635	large ribosomal subunit protein uL16m-like	protein-coding	Symbol
LOC111134636	LOC111134636	111134636	LOC111134636	b(0,+)-type amino acid transporter 1-like	protein-coding	Symbol
LOC111134638	LOC111134638	111134638	LOC111134638	nudC domain-containing protein 1-like	protein-coding	Symbol
LOC111134639	LOC111134639	111134639	LOC111134639	uncharacterized LOC111134639	protein-coding	Symbol
LOC111134640	LOC111134640	111134640	LOC111134640	uncharacterized protein SCO4629-like	protein-coding	Symbol
LOC111134641	LOC111134641	111134641	LOC111134641	receptor-interacting serine/threonine-protein kinase 1-like	protein-coding	Symbol
LOC111134642	LOC111134642	111134642	LOC111134642	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	protein-coding	Symbol
LOC111134643	LOC111134643	111134643	LOC111134643	uncharacterized LOC111134643	protein-coding	Symbol
LOC111134644	LOC111134644	111134644	LOC111134644	GTPase IMAP family member 9-like	protein-coding	Symbol
LOC111134646	LOC111134646	111134646	LOC111134646	uncharacterized LOC111134646	protein-coding	Symbol
LOC111134647	LOC111134647	111134647	LOC111134647	coronin-1B-like	protein-coding	Symbol
LOC111134648	LOC111134648	111134648	LOC111134648	dehydrogenase/reductase SDR family member 1-like	protein-coding	Symbol
LOC111134649	LOC111134649	111134649	LOC111134649	kinesin-like protein KIF15	protein-coding	Symbol
LOC111134650	LOC111134650	NA	NA	NA	NA	NA
LOC111134651	LOC111134651	111134651	LOC111134651	cytoplasmic dynein 1 light intermediate chain 2-like	protein-coding	Symbol
LOC111134652	LOC111134652	111134652	LOC111134652	uncharacterized LOC111134652	protein-coding	Symbol
LOC111134653	LOC111134653	111134653	LOC111134653	uncharacterized protein KIAA2013 homolog	protein-coding	Symbol
LOC111134654	LOC111134654	111134654	LOC111134654	replication protein A 70 kDa DNA-binding subunit-like	protein-coding	Symbol
LOC111134655	LOC111134655	111134655	LOC111134655	merlin-like	protein-coding	Symbol
LOC111134656	LOC111134656	111134656	LOC111134656	mitochondrial fission process protein 1-like	protein-coding	Symbol
LOC111134657	LOC111134657	111134657	LOC111134657	uncharacterized LOC111134657	protein-coding	Symbol
LOC111134658	LOC111134658	111134658	LOC111134658	uncharacterized LOC111134658	protein-coding	Symbol
LOC111134659	LOC111134659	111134659	LOC111134659	poly(U)-binding-splicing factor PUF60-like	protein-coding	Symbol
LOC111134660	LOC111134660	111134660	LOC111134660	lysine-specific demethylase 2B-like	protein-coding	Symbol
LOC111134661	LOC111134661	111134661	LOC111134661	EGF-like domain-containing protein 2	protein-coding	Symbol
LOC111134662	LOC111134662	111134662	LOC111134662	xyloside xylosyltransferase 1-like	protein-coding	Symbol
LOC111134663	LOC111134663	111134663	LOC111134663	clathrin heavy chain 2-like	protein-coding	Symbol
LOC111134664	LOC111134664	111134664	LOC111134664	MORN repeat-containing protein 3-like	protein-coding	Symbol
LOC111134665	LOC111134665	111134665	LOC111134665	calcium release-activated calcium channel protein 1-like	protein-coding	Symbol
LOC111134666	LOC111134666	111134666	LOC111134666	ceramide-1-phosphate transfer protein-like	protein-coding	Symbol
LOC111134667	LOC111134667	111134667	LOC111134667	peptidyl-prolyl cis-trans isomerase H-like	protein-coding	Symbol
LOC111134671	LOC111134671	NA	NA	NA	NA	NA
LOC111134673	LOC111134673	111134673	LOC111134673	LIM domain kinase 1-like	protein-coding	Symbol
LOC111134674	LOC111134674	111134674	LOC111134674	sodium-dependent serotonin transporter-like	protein-coding	Symbol
LOC111134675	LOC111134675	111134675	LOC111134675	uncharacterized LOC111134675	protein-coding	Symbol
LOC111134676	LOC111134676	111134676	LOC111134676	beta-arrestin-1-like	protein-coding	Symbol
LOC111134677	LOC111134677	NA	NA	NA	NA	NA
LOC111134678	LOC111134678	111134678	LOC111134678	uncharacterized LOC111134678	protein-coding	Symbol
LOC111134680	LOC111134680	111134680	LOC111134680	endoplasmic reticulum-Golgi intermediate compartment protein 1-like	protein-coding	Symbol
LOC111134681	LOC111134681	111134681	LOC111134681	E3 ubiquitin-protein ligase CHFR-like	protein-coding	Symbol
LOC111134682	LOC111134682	111134682	LOC111134682	collagen alpha-6(VI) chain-like	protein-coding	Symbol
LOC111134683	LOC111134683	NA	NA	NA	NA	NA
LOC111134684	LOC111134684	111134684	LOC111134684	synergin gamma-like	protein-coding	Symbol
LOC111134685	LOC111134685	111134685	LOC111134685	uncharacterized LOC111134685	protein-coding	Symbol
LOC111134686	LOC111134686	111134686	LOC111134686	paxillin-like	protein-coding	Symbol
LOC111134687	LOC111134687	111134687	LOC111134687	uncharacterized LOC111134687	protein-coding	Symbol
LOC111134688	LOC111134688	NA	NA	NA	NA	NA
LOC111134689	LOC111134689	NA	NA	NA	NA	NA
LOC111134690	LOC111134690	NA	NA	NA	NA	NA
LOC111134691	LOC111134691	111134691	LOC111134691	NAD(+) hydrolase SARM1-like	protein-coding	Symbol
LOC111134692	LOC111134692	111134692	LOC111134692	leydig cell tumor 10 kDa protein homolog	protein-coding	Symbol
LOC111134693	LOC111134693	NA	NA	NA	NA	NA
LOC111134694	LOC111134694	NA	NA	NA	NA	NA
LOC111134695	LOC111134695	111134695	LOC111134695	uncharacterized LOC111134695	protein-coding	Symbol
LOC111134696	LOC111134696	NA	NA	NA	NA	NA
LOC111134697	LOC111134697	111134697	LOC111134697	uncharacterized LOC111134697	protein-coding	Symbol
LOC111134698	LOC111134698	111134698	LOC111134698	uncharacterized LOC111134698	protein-coding	Symbol
LOC111134699	LOC111134699	111134699	LOC111134699	carbonic anhydrase 14-like	protein-coding	Symbol
LOC111134700	LOC111134700	111134700	LOC111134700	uncharacterized LOC111134700	protein-coding	Symbol
LOC111134701	LOC111134701	NA	NA	NA	NA	NA
LOC111134702	LOC111134702	111134702	LOC111134702	ankyrin repeat and MYND domain-containing protein 1-like	protein-coding	Symbol
LOC111134703	LOC111134703	111134703	LOC111134703	uncharacterized LOC111134703	protein-coding	Symbol
LOC111134704	LOC111134704	111134704	LOC111134704	arylacetamide deacetylase-like	protein-coding	Symbol
LOC111134705	LOC111134705	111134705	LOC111134705	uncharacterized LOC111134705	protein-coding	Symbol
LOC111134706	LOC111134706	111134706	LOC111134706	carboxypeptidase D-like	protein-coding	Symbol
LOC111134707	LOC111134707	111134707	LOC111134707	uncharacterized LOC111134707	protein-coding	Symbol
LOC111134708	LOC111134708	111134708	LOC111134708	uncharacterized LOC111134708	protein-coding	Symbol
LOC111134709	LOC111134709	111134709	LOC111134709	leucine-rich repeat and coiled-coil domain-containing protein 1-like	protein-coding	Symbol
LOC111134710	LOC111134710	111134710	LOC111134710	uncharacterized LOC111134710	protein-coding	Symbol
LOC111134711	LOC111134711	111134711	LOC111134711	uncharacterized LOC111134711	protein-coding	Symbol
LOC111134712	LOC111134712	111134712	LOC111134712	FMRFamide receptor-like	protein-coding	Symbol
LOC111134713	LOC111134713	111134713	LOC111134713	phosphoenolpyruvate carboxykinase, cytosolic [GTP]-like	protein-coding	Symbol
LOC111134714	LOC111134714	NA	NA	NA	NA	NA
LOC111134715	LOC111134715	111134715	LOC111134715	junctophilin-1-like	protein-coding	Symbol
LOC111134716	LOC111134716	111134716	LOC111134716	uncharacterized LOC111134716	pseudo	Symbol
LOC111134717	LOC111134717	111134717	LOC111134717	uncharacterized LOC111134717	pseudo	Symbol
LOC111134718	LOC111134718	111134718	LOC111134718	macrophage-expressed gene 1 protein-like	protein-coding	Symbol
LOC111134719	LOC111134719	111134719	LOC111134719	ubiquitin carboxyl-terminal hydrolase 32-like	protein-coding	Symbol
LOC111134720	LOC111134720	111134720	LOC111134720	uncharacterized LOC111134720	protein-coding	Symbol
LOC111134721	LOC111134721	111134721	LOC111134721	uncharacterized LOC111134721	protein-coding	Symbol
LOC111134722	LOC111134722	111134722	LOC111134722	uncharacterized LOC111134722	protein-coding	Symbol
LOC111134723	LOC111134723	111134723	LOC111134723	E3 ubiquitin-protein ligase MARCHF6-like	protein-coding	Symbol
LOC111134724	LOC111134724	111134724	LOC111134724	solute carrier family 66 member 2-like	protein-coding	Symbol
LOC111134725	LOC111134725	111134725	LOC111134725	protein retinal degeneration B-like	protein-coding	Symbol
LOC111134726	LOC111134726	111134726	LOC111134726	tyrosine-protein phosphatase non-receptor type 11-like	protein-coding	Symbol
LOC111134728	LOC111134728	111134728	LOC111134728	clustered mitochondria protein homolog	protein-coding	Symbol
LOC111134729	LOC111134729	111134729	LOC111134729	uncharacterized LOC111134729	protein-coding	Symbol
